434.62600000000003 8.72
636.0360000000001 10.656
1006.796 14.53
1396.72 18.399
1786.71 22.271
2171.6310000000003 26.124
2541.975 29.98
2747.209 31.915
3128.023 35.778
3514.136 39.627
3898.889 43.487
4262.717000000001 47.336
4448.037 49.251
4648.920999999999 51.163
5025.772 54.996
5403.665 58.833
5604.273 60.748
5982.322 64.556
6178.99 66.459
6555.32 70.272
6762.388 72.188
7135.512000000001 75.996
7336.416 77.907
7715.414 81.718
8092.665999999999 85.521
8478.465 89.323
8679.42 91.224
9065.089 95.016
9444.56 98.811
9816.035 102.618
10000.548999999999 104.519
10386.575 108.309
10571.78 110.206
10967.404 114.002
11340.533000000001 117.784
