379.016 1.123
581.3040000000001 1.504
966.054 2.269
1349.732 3.031
1720.172 3.788
1921.1180000000002 4.168
2307.13 4.927
2686.44 5.682
3063.653 6.436
3442.308 7.2
3636.902 7.574
4015.8820000000005 8.337
4404.093 9.095
4775.499 9.859
4980.4529999999995 10.237
5363.101000000001 10.996
5737.485000000001 11.753
6123.371999999999 12.512
6508.135 13.269
6885.8550000000005 14.033
7086.739 14.409
7472.572 15.166
7858.662 15.925
8222.334 16.685
8597.469000000001 17.445
8798.419000000002 17.822
8983.726 18.203
9184.697999999999 18.584
9369.628999999999 18.964
9762.155 19.727
10135.473 20.48
10324.555 20.862
10525.582999999999 21.24
10902.003999999999 22.003
11105.919 22.384
11490.193 23.145
11873.279999999999 23.907
12256.6 24.666
12634.934 25.421
13020.724 26.184
13408.454000000002 26.939
13785.836 27.689
14156.552 28.445
14341.924 28.82
14543.671 29.194
14927.941 29.948
15299.765000000001 30.699
15691.848 31.45
15887.893999999998 31.827
16262.709 32.578
16463.529000000002 32.959
16834.243000000002 33.705
17035.202999999998 34.082
17423.455 34.835
17792.463 35.585
18181.389 36.339
18566.767 37.088
18942.823 37.838
19321.895 38.59
19506.772 38.962
19707.263000000003 39.335
19892.170000000002 39.713
20092.949999999997 40.09
20277.784 40.463
20474.491 40.836
20854.242 41.587
21233.842 42.335
21430.395999999997 42.714
21628.014 43.088
22005.156 43.835
