448.469 1.135
634.565 1.491
835.5500000000001 1.854
1206.144 2.578
1585.524 3.302
1971.018 4.014
2171.884 4.379
2557.166 5.099
2927.743 5.821
3128.497 6.181
3314.448 6.539
3694.029 7.261
4080.103 7.98
4282.719 8.339
4653.425 9.062
5044.985 9.778
5430.348 10.495
5816.37 11.216
6200.83 11.936
6570.978 12.657
6950.478 13.376
7135.385 13.737
7521.295 14.457
7708.305 14.815
8095.423999999999 15.538
8489.208 16.252
8866.286 16.973
9051.546999999999 17.332
9437.845 18.051
9638.833999999999 18.409
10024.288 19.127
10410.287 19.845
10792.521 20.563
11171.889000000001 21.281
11538.211000000001 21.999
11737.882000000001 22.358
12119.878999999999 23.075
12312.018 23.437
12692.086 24.154
13069.608 24.876
13270.587000000001 25.232
13455.256000000001 25.592
13845.744 26.31
14220.796 27.031
14605.449 27.747
14806.435000000001 28.107
15177.058 28.823
15562.671 29.54
15956.326000000001 30.258
16341.911 30.974
16711.740999999998 31.688
16896.927000000003 32.044
17082.255 32.4
17282.941000000003 32.757
17468.032 33.111
17862.658 33.824
18048.02 34.181
18243.096999999998 34.538
18618.532 35.25
18818.538 35.608
19003.404 35.964
19204.394 36.321
19389.343 36.675
19577.948 37.03
19964.241 37.744
20351.07 38.458
20736.56 39.17
21115.953999999998 39.882
21501.878999999997 40.597
21881.252 41.309
