359.481 1.451
744.7669999999999 2.455
945.735 2.958
1325.327 3.921
1710.686 4.931
1895.322 5.4
2096.2999999999997 5.899
2482.299 6.908
2860.9399999999996 7.878
3240.6220000000003 8.896
3425.3019999999997 9.367
3635.668 9.868
3992.7769999999996 10.86
4194.003000000001 11.338
4379.262 11.852
4760.641 12.828
4961.572999999999 13.313
5154.99 13.825
5525.464999999999 14.804
5911.635 15.805
6112.596 16.286
6498.808999999999 17.298
6877.961 18.256
7265.887000000001 19.259
7640.1 20.269
7841.070000000001 20.769
8227.010999999999 21.733
8606.051000000001 22.735
8981.750999999998 23.715
9351.342 24.707
9541.604 25.181
9731.232 25.693
10116.272 26.694
10502.104 27.681
10690.595 28.178
11075.932999999999 29.141
11472.595 30.15
11846.850999999999 31.136
12240.304 32.103
12612.409 33.114
12813.043 33.598
13186.762 34.569
13391.878 35.08
13776.354 36.06
14139.999 37.047
14325.301 37.534
14527.924 38.046
14912.39 39.008
15097.097 39.522
15282.640000000001 40.007
15485.305999999999 40.484
15672.238 40.973
16058.816 41.982
16438.404 42.94
16638.97 43.456
17009.01 44.424
17395.095999999998 45.424
17777.864999999998 46.387
17979.239 46.882
18365.511000000002 47.868
18735.713 48.878
19134.379 49.851
19497.855 50.824
19690.25 51.319
19881.999 51.82
20067.36 52.298
20268.166999999998 52.782
20453.087 53.295
20640.806 53.776
21034.739999999998 54.752
