371.448 2.438
744.247 3.587
934.8870000000001 4.195
1314.5990000000002 5.342
1506.317 5.942
1700.183 6.552
1885.096 7.102
2270.777 8.292
2471.6749999999997 8.864
2656.632 9.432
2857.56 10.044
3240.547 11.193
3613.6659999999997 12.404
4002.0309999999995 13.539
4392.454 14.741
4777.874 15.91
5160.202 17.068
5530.374 18.277
5916.571 19.411
6286.679999999999 20.62
6681.241 21.781
6866.605 22.389
7051.851 22.946
7252.8240000000005 23.534
7446.182000000001 24.152
7824.049 25.289
8009.248 25.906
8209.942 26.482
8394.921 27.046
8792.282 28.241
9175.508 29.409
9546.210000000001 30.553
9943.237 31.75
10314.101 32.895
10710.402 34.055
11071.408 35.248
11286.444 35.811
11650.366999999998 36.996
11835.048 37.567
12035.757 38.134
12224.003 38.745
12607.165 39.887
12995.409 41.088
13380.757 42.235
13751.435000000001 43.412
14137.506 44.599
14530.208999999999 45.741
14913.626 46.942
15294.871000000001 48.096
15683.495 49.27
16068.928 50.461
16432.781 51.6
16633.362 52.209
16999.310999999998 53.359
17191.075 53.957
17583.684999999998 55.125
17768.143 55.707
18148.465 56.891
18537.372000000003 58.074
18737.634 58.66
18931.313 59.221
19315.746 60.425
19684.972999999998 61.561
20080.296000000002 62.761
20466.396 63.919
20836.795 65.09
21234.41 66.286
21605.630999999998 67.426
22000.825 68.628
22370.517 69.778
